"dress_leisure","dress_work","fit_top","fit_bottom","highlight","cover","body_shape","eyes","hair","size_top","size_bottom","size_footwear","size_bra","size_cup","height","weight","focus","adventurous","styles","prices","avoid","footwear","footwear_priority","footwear_families","job","birthdate","is_mother"
2,1,1,1,"1,3,4",5,5,5,3,1,2,3,3,"C",170,65,"2,4,5",3,"1,3",2,,3,"6,1","1,3,4",12,1985-09-21,"false"
3,4,3,2,"1,5",4,6,3,2,7,4,4,6,"E",166,90,"1,5,3",4,"4,5",1,"5,8,7,3",2,"1,4","6,3,4",14,1968-05-12,"true"
4,2,1,1,3,"2,5",2,3,2,4,4,3,4,"D",158,75,5,3,1,1,3,3,"6,10",3,13,1989-08-17,"false"
2,2,1,3,4,1,1,3,6,2,3,4,3,"C",171,"62.5","5,4,1",4,"5,6",1,"8,9,7,2",,,,13,1991-08-24,"true"
1,2,2,2,,4,2,1,2,4,4,2,3,"DD","157.48","63.56","1,5,3",3,5,2,"7,8",3,6,"2,3,6,4,5",14,1976-02-13,"true"
1,1,1,3,4,"3,5",5,5,3,3,4,5,3,"E",172,68,"3,1",3,"3,1",1,"7,9,8",,,,13,1988-08-03,"false"
2,2,1,1,"3,4,2,5",,5,1,3,2,3,2,2,"B",161,58,"4,2",3,5,1,,"2,3,1","6,1",,2,1994-03-23,"false"
1,1,3,1,5,2,2,3,6,8,7,4,5,"D",160,78,"5,3",1,"1,3",1,,3,10,5,2,1976-05-03,"true"
1,3,3,1,,4,2,3,6,5,5,5,5,"F",164,85,"3,4,2",3,"3,5",1,"7,9",,,,4,1987-04-22,"true"
3,3,3,3,2,"1,3,5",4,3,6,6,4,4,7,"D",165,96,"1,5",5,1,1,"1,5,6","2,1,3","1,10,6,4",3,6,1977-05-25,"true"
1,1,3,2,,3,2,5,3,6,6,6,5,"D",172,90,"5,3",2,"6,1",1,2,2,1,"3,4,5",3,1978-01-29,"true"
1,3,2,1,,4,2,3,3,2,2,1,4,"C",160,55,"5,1,3",3,"2,6",1,"5,6","2,3","1,10,4","1,4",5,1981-04-07,"true"
2,3,1,2,,2,4,3,5,3,3,2,3,"B",156,58,"4,2",3,"5,6",1,,,1,2,14,1976-11-15,"true"
2,2,1,2,"1,3",,5,1,6,3,3,3,2,"C",161,64,"1,5",1,"5,6",1,"8,7","3,2",6,"5,4",2,1998-11-03,"false"
2,4,3,3,,"2,4",6,3,4,8,8,3,9,"C",152,100,"1,5,3",3,"5,6",1,"2,8,5",2,"6,4,1,10","2,5",14,1984-03-05,"true"
2,1,1,2,1,"2,4",2,3,3,2,2,1,3,"C",152,56,"5,1,4",3,5,1,"5,8",2,6,5,1,1976-06-04,"true"
2,1,1,1,"1,3","2,5",3,3,6,5,5,5,5,,160,80,"2,4,5",4,"1,5",1,"7,8,9",,,,13,1969-08-13,"true"
4,3,1,2,,"1,3,5",5,5,3,4,4,5,5,"C","170.18","63.56","4,1",4,"3,5",1,"6,8,7","1,2",1,5,12,1987-06-28,"true"
4,1,3,1,"1,3,4,5",,3,4,5,3,4,2,3,"C",162,61,"4,3,1",4,"5,3",1,7,"1,2",1,5,2,1963-02-14,"false"
2,1,1,1,"2,3,4,5",,5,4,2,1,2,4,2,"A","165.1","55.39","2,5,3",4,"1,3",1,,3,"4,1",,6,1955-03-01,"false"
4,2,3,3,5,"1,2,3,4",6,3,6,5,6,4,4,"D",165,90,1,1,3,1,4,1,1,"1,2,4",3,1991-11-22,"false"
2,1,1,1,"1,3,4",,3,1,2,4,3,4,4,"B","167.64","72.19",3,2,5,1,"7,8","1,2","1,10","6,5",14,1979-03-02,"true"
2,1,,,1,"2,5,4",2,5,3,5,6,2,9,"E",160,89,"1,4,5",2,"1,3",1,"7,8",1,10,"5,6",3,1993-12-14,"true"
2,1,1,1,"1,3,5",2,4,3,6,2,3,2,3,"C","149.86","44.95","1,5,4",4,5,1,"7,8",2,6,"4,6",14,1981-03-10,"true"
3,3,1,1,,"3,5",1,5,2,5,5,3,5,"C",163,71,"5,4",3,"2,4",3,1,3,"4,1","4,5,1",3,1965-11-17,"true"
4,1,3,3,4,,5,4,2,2,2,3,3,"C",170,52,"2,4,1",1,"3,1",1,"8,9,2,4",,,,6,1985-05-06,"true"
1,1,3,1,1,"2,3,5",1,3,6,5,6,4,4,,160,84,"2,5",3,"5,6",1,"8,5",3,1,4,14,1974-08-12,"true"
2,4,2,2,,,2,1,5,4,5,5,4,"B",170,78,5,1,"6,3",2,,3,"4,1,6",,14,1975-05-28,"false"
1,3,3,1,1,2,2,4,5,4,5,5,5,"C",167,85,3,3,"1,3",1,"7,8,9,3",,,,2,1997-08-28,"false"
1,2,3,2,,"1,2,3,4,5",5,4,1,4,3,2,2,"FF","160.02","54.93","5,4",2,2,1,"7,6,8",2,"1,10",,14,1959-01-31,"true"
2,1,1,1,"3,5",,4,3,3,3,3,4,5,"C",171,69,"5,3",2,"6,1",1,,2,"6,10",5,14,1991-08-09,"true"
2,1,2,1,,2,2,6,2,4,4,3,4,"C",162,72,"2,5,3",2,1,1,"9,5,1",,,,12,1966-09-12,"true"
2,1,3,1,,2,5,1,3,4,4,3,4,"D","167.64","68.55","3,5",3,"3,6",1,,"2,1",4,3,14,1973-06-08,"true"
2,1,2,1,"3,5",4,6,1,3,5,5,5,5,"C",174,85,"1,4,2",2,"1,5",1,1,1,,5,2,1981-10-30,"true"
1,3,2,2,,4,2,4,3,4,4,4,5,"E",155,71,"5,4",3,5,1,"1,8","1,3",10,4,13,1980-12-29,"true"
3,2,,2,,"1,2,4,5",3,5,2,6,6,5,5,"D","172.72","85.81","4,2",4,2,1,3,2,1,1,2,1955-09-19,"true"
2,1,3,3,,,6,3,5,3,4,1,4,"C",155,65,5,2,5,1,,3,"6,10,1",,12,1987-06-21,"true"
1,2,2,1,,,4,1,3,4,5,6,4,"B","172.72","68.1",4,1,"1,4",1,"5,8","1,2","1,6",,4,1973-12-06,"true"
1,1,2,2,,"1,4",2,2,3,5,5,2,3,"B",158,62,"4,2",4,"3,5",1,"7,2,8",3,"1,4","1,4,5",6,1970-02-25,"true"
2,4,3,1,"1,3","2,4",2,5,6,8,8,7,9,"E",169,127,"5,3",3,"5,6",1,3,3,"1,10,6",6,13,1986-11-07,"true"
2,1,1,2,"1,2","3,5",1,3,3,6,7,6,5,,170,90,"2,3,5",4,"6,5",1,,3,1,,14,1987-04-24,"true"
1,2,3,2,,"2,3,4,5",2,5,2,8,7,4,7,"E","167.64","114.41","1,5,2",4,"1,5",1,"1,5","1,2",1,"2,3,5",4,1970-07-30,"true"
2,1,2,2,"5,4",,3,4,2,3,3,4,3,"C","162.56","61.74","1,5,4",1,"1,5",1,"8,9,7",,,,13,1992-08-11,"false"
1,1,2,1,"5,2",4,1,4,4,3,3,5,5,"B",172,72,"5,3,2",3,4,1,,"2,3","1,4,10,6",5,4,1985-03-19,"false"
1,3,3,2,,,2,3,3,5,5,1,4,"C",150,68,"4,2",5,,1,,"3,2,1","10,1,6,4",,6,1984-01-28,"true"
2,3,3,1,,,5,4,3,3,2,2,4,"C",160,55,5,5,5,3,,3,"4,1,6",1,3,1953-11-30,"true"
2,2,3,1,"3,4,5",,2,1,3,4,5,3,5,"D",167,72,5,5,"5,6",1,,3,1,,13,2000-10-11,"false"
3,1,1,2,,2,1,4,3,4,5,3,3,"B",166,"76.5","3,1,5",1,"2,6",1,"7,8,9,6",,,,3,1996-04-03,"false"
1,3,3,1,,"4,5",1,5,3,5,5,3,2,"A",164,68,5,5,"6,5",1,,3,1,5,4,1967-07-21,"true"
2,1,1,1,"1,4","2,3",5,6,2,5,6,6,5,"B",164,80,"1,4",3,"3,5",1,"6,7,8",3,6,4,14,1980-10-21,"true"
1,3,3,2,,,5,1,2,4,4,2,2,"FF","160.02","65.38",3,4,"1,6",1,8,"1,2",6,,4,1974-06-05,"true"
1,3,3,2,,"2,3,4",2,3,4,6,5,4,4,"C",159,80,"5,3,2",5,"1,5",1,8,3,1,1,7,1961-05-21,"true"
2,1,3,1,"3,4,5",,1,3,6,2,3,1,1,"A",160,55,5,3,6,1,7,1,,1,14,1992-12-07,"false"
1,2,3,2,,"2,3",4,5,2,6,6,4,5,"DD","162.56","93.07","4,3",2,4,1,"8,7",2,1,"2,3",3,1964-02-07,"true"
1,1,1,3,"3,4","2,5",1,3,1,2,3,4,4,"B",165,69,"4,3,5",4,,1,"7,8,9",,,,13,1979-02-19,"false"
1,3,1,1,,"1,5",5,1,2,4,4,3,4,"E","170.18","68.1","3,5",1,6,1,3,"1,4",6,,5,1969-04-18,"true"
1,1,2,1,,"1,2,3,4,5",2,3,3,5,6,4,4,"D",168,91,"4,2",3,"1,5",1,"5,9",,,,4,1975-12-31,"true"
1,4,3,3,1,"2,3,4",2,5,2,7,8,7,5,"D","160.02","96.7","1,5,3",1,"1,4",1,,"3,1",10,,1,1972-04-12,"true"
2,3,1,2,,"3,5",1,1,6,3,3,5,2,"B",172,65,"4,5",3,"5,6",1,"7,8,6","2,3",10,4,3,1973-04-22,"true"
2,1,3,1,,,3,5,2,3,2,3,5,"B",157,70,"5,4",4,"1,5",2,1,1,6,"1,2",14,1985-04-29,"true"
3,3,2,2,"1,2,3,4,5",,4,3,2,3,3,5,5,"B",170,63,,2,"1,5",1,"2,5",3,1,4,11,1976-07-01,"true"
3,1,3,1,,"2,4",2,1,6,4,4,3,4,"D",166,75,"4,2",3,"2,3",1,5,1,"3,1,10",5,14,1989-04-24,"false"
3,3,3,2,,"4,5,2",2,4,3,3,4,4,2,"C",165,68,"5,1",1,2,1,,1,1,1,5,1987-08-23,"false"
1,2,1,1,,"2,3,4",5,5,2,8,8,6,6,"F","165.1","116.68","3,5",4,6,1,"3,8",2,1,"1,5",4,1981-03-26,"false"
1,1,1,1,1,"3,4",2,5,3,8,8,6,6,"B",170,115,"4,3",4,"5,6",1,"9,7",,,,6,,"true"
4,1,2,1,,,5,5,2,3,3,5,4,"B",165,63,3,4,"1,4",1,,"2,3","1,6",5,4,1979-02-27,"true"
2,4,1,1,,"2,3,4",1,3,6,4,5,2,5,"D",160,68,"2,4,5",1,"4,5",1,2,,"1,10","3,2",6,1981-06-14,"true"
3,3,2,1,,,5,5,3,3,2,6,4,"C",179,63,"4,2",5,"6,5",1,1,1,"4,6,10",5,2,1978-11-30,"true"
2,1,2,2,,"3,4,5",1,1,3,3,4,4,4,"C",165,66,4,3,"1,3",1,9,,,,7,1969-07-06,"true"
1,2,2,2,,,5,3,5,3,3,6,4,"A",171,62,"4,2,1",3,"5,6",1,"6,7,9",,,,5,1983-09-07,"true"
2,4,2,1,,"2,4",2,1,4,5,5,3,5,"D",163,80,5,3,6,1,,3,6,"3,5",2,1957-12-26,
1,1,3,1,5,"2,4",2,5,2,5,6,4,5,"D","162.56","86.71","2,5",5,6,1,"1,9,8,2",,,,2,1984-06-13,"true"
2,3,3,1,,,1,1,3,3,3,3,3,"B",173,64,"5,3",3,"1,4",2,7,3,"4,1,6",4,1,1971-10-29,"false"
1,3,2,3,1,"2,4,5",4,3,3,6,6,6,6,"E",172,95,"4,3",4,"6,4",2,"8,7",2,4,1,2,1977-06-28,"true"
1,4,1,1,"3,4,5",2,5,3,3,4,5,5,3,"DD","170.18","76.27","2,5",3,"3,6",1,"8,9,2",,,,4,1998-11-03,"false"
1,2,3,1,,2,5,5,2,4,4,2,4,"A","157.48","59.93","1,5",4,"5,1",1,8,"1,2",1,5,6,1981-07-03,"true"
1,2,1,2,1,,5,1,2,4,4,3,4,"C","167.64","71.28","4,3",4,"1,5",1,"7,8","4,1","6,10,4","1,4",3,1974-02-02,"true"
2,4,1,2,"4,5",2,4,3,6,3,3,6,5,"C",176,71,"5,2,4",4,"4,5",1,"8,7,9",,,,14,1993-02-06,"false"
4,4,1,1,4,,3,5,3,2,2,1,3,,165,53,"3,5,4",3,"6,5",1,"2,3,7,9",,,,2,1990-12-08,"true"
4,1,3,1,1,4,2,3,6,8,8,6,6,"B",160,130,"1,5",1,"5,6",1,"7,8",2,"1,6,10",6,12,1998-11-23,"false"
2,1,1,1,"1,3,4,5",,1,3,2,2,2,3,1,"A",168,63,5,4,"6,1",1,2,"2,3,4","4,1,6",6,14,1992-01-28,"true"
2,3,2,1,1,4,2,3,3,7,6,5,5,"FF","160.02","87.62",4,5,"6,2",2,,3,"1,6","6,5,4",4,1962-11-21,"true"
1,3,2,2,,,1,3,5,2,3,3,2,"A",168,50,"4,2,3",1,"2,1",1,3,1,1,"4,1",3,1988-06-27,"false"
1,3,3,1,1,"2,4",5,4,2,5,6,4,5,"D","162.56","77.18","1,5,3",3,"5,6",2,,"1,2","6,1",,2,1981-09-10,"true"
2,1,1,1,,"2,4,5",2,5,2,5,5,4,4,"C","165.1","70.82","1,5",3,"6,5",1,"1,5","1,2",1,"5,6",13,1967-11-25,"false"
2,4,3,1,"1,3",,2,3,3,3,4,4,4,"D",170,75,"4,5",3,"6,5",1,"8,7",1,10,"5,6",6,1995-01-19,"true"
1,1,3,3,"1,5","2,4",2,3,4,8,8,5,7,"F",157,97,"3,4,5",5,"4,3",1,2,1,10,6,14,1978-07-26,"true"
2,4,3,2,,"2,3,4,5",2,4,3,8,8,4,9,"D",169,115,"4,2",3,"5,1",1,,"3,2","6,1","3,6",4,1990-05-31,"true"
1,4,2,1,,,2,3,3,3,3,5,5,,162,58,3,3,"5,1",1,,2,1,5,4,1993-03-26,"true"
3,4,2,2,"1,3","2,4",6,1,2,5,5,4,5,"D",158,75,"4,3,2",5,"4,6",1,3,2,1,"5,3,4",14,1955-09-17,"true"
1,1,2,2,"1,3","2,5",4,3,4,6,5,1,5,"C",166,82,"1,5,3",2,"5,3",1,"2,8",1,"1,10","3,5",14,1978-01-24,"true"
3,1,3,2,1,4,3,5,4,5,5,3,8,"E","160.02","80.81","4,5,3",1,"6,2",2,,"2,3",1,"4,6",5,1980-07-03,"true"
1,1,2,1,,,4,4,5,3,3,4,2,"B",170,68,"5,4",3,5,1,"8,6,7",3,"1,10,6",,13,1983-01-26,"true"
2,1,3,2,,4,2,1,5,6,6,5,5,"D","170.18","92.16","1,5,4",2,"2,5",1,"6,5",1,1,"1,2,6",3,1977-03-12,"true"
1,3,2,2,,"4,2",6,4,2,5,8,5,6,"D",160,110,"3,4",5,2,1,,3,"1,10","5,6",14,1959-08-11,"true"
1,1,1,1,,5,5,5,2,3,3,4,2,,165,61,"1,5,3",2,"5,1",1,7,1,1,5,2,1982-03-28,"true"
1,1,3,3,1,"3,4,5,2",1,1,5,4,4,4,5,"C",168,69,"3,4",5,"1,6",1,,"3,1","6,10",,12,1976-02-08,"true"
2,1,2,1,,,2,1,2,8,7,5,7,"DD","172.72","107.6","2,5",1,5,2,"8,7",1,1,"1,2,3,4,5,6",6,1976-06-23,"true"
1,1,3,1,,4,2,5,2,5,4,5,5,"D","160.02","73.09","3,5,1",4,"1,2",1,"1,5,8,7",3,"1,10","1,2",14,1968-04-20,"true"
1,1,3,3,1,"4,2",2,3,6,5,7,3,5,"C",154,73,"3,4",5,"6,5",1,"5,8,7,6",3,"1,10","6,4",13,1976-03-25,"true"
1,1,2,2,,,5,3,6,2,3,2,4,"B",158,59,"5,2",1,4,1,"2,8,7",2,"4,1",5,14,1980-05-12,"true"
1,1,1,2,,"4,5",2,1,3,3,4,3,4,"F",163,74,"5,4,1",2,1,1,"1,5,8,9",,,,4,1978-07-17,"false"
1,1,3,2,,"3,5",2,4,3,5,8,7,7,"B",183,96,"1,5,3",5,"2,6",1,,1,"1,6,10",5,14,1987-10-15,"true"
2,3,1,1,"1,4",5,1,5,2,4,4,6,4,"B",174,77,"4,3,1",2,"1,4",2,"7,8","2,3",1,5,4,1986-11-11,"false"
1,4,3,2,,,5,2,6,6,7,5,6,"C",164,100,"3,2",3,"1,3",1,5,"1,2","4,1,6,10,3","3,5",3,1982-04-12,"false"
3,3,2,1,,4,4,4,3,5,6,4,5,"C",172,75,"5,4,1",2,"4,2",2,"7,8,9,5",,,,4,1970-03-06,"true"
3,1,1,1,,,4,1,3,4,4,3,4,"B",163,65,"1,5",2,"6,4",1,,3,10,6,14,2001-06-14,"false"
3,2,1,2,,,5,5,3,6,6,4,3,"FF","167.64","81.72",4,3,"5,4",2,,2,4,,3,1981-03-11,"false"
2,3,3,1,"1,3,5","2,4",2,5,5,6,5,2,5,"C","157.48",79,"1,5",5,"6,1",1,5,3,"6,10","6,5,4,2,3,1",2,1975-07-18,"true"
2,3,1,1,"1,4",,3,4,2,2,2,2,3,"B",156,58,"3,2",5,"4,5",1,8,3,6,5,1,1972-08-12,"true"
2,4,1,1,"1,3,4,5",,5,4,2,1,2,0,3,"B",150,53,"5,3",3,5,2,"2,6,7",4,6,"4,1",13,1972-11-14,"true"
1,3,1,1,"3,4,5",,4,1,2,2,2,2,1,"DD","157.48","48.12",4,3,"5,6",1,3,"3,4","6,10","2,3,1,4,5,6",4,1990-02-08,"false"
3,2,1,1,"1,4",2,2,5,1,7,6,0,4,"FF","152.4",,"4,3",2,"5,2",2,,2,1,,2,1970-08-25,"true"
2,1,1,1,,,4,3,6,3,3,3,2,"B",169,65,"2,5",2,5,1,"7,8,9",,,,14,1989-08-09,"true"
2,1,3,2,,1,4,1,3,3,2,2,3,"D",165,58,"5,3",3,5,1,"2,3","2,3,1","1,3",,14,1975-06-28,"false"
1,4,3,2,"1,4",,1,1,3,3,3,5,3,"B",165,62,"4,2",2,"5,1",1,,2,1,"1,4",14,1984-11-02,"true"
4,2,1,3,1,"2,5",2,1,3,5,6,2,4,"C",160,84,"4,5,3",3,2,1,5,3,1,1,12,1987-11-05,"false"
1,2,1,1,,1,3,3,6,2,3,4,3,"C",175,56,"5,3",3,"3,2",1,,2,10,,11,1982-01-06,"true"
2,1,1,1,"3,1",,5,3,5,2,1,2,2,"B",156,48,"5,3",4,"2,3",1,"7,8,9,6",,,,3,1986-08-07,"true"
3,4,2,1,"1,3",,3,4,3,3,2,3,4,"B",164,64,5,4,"5,6",2,8,3,6,"4,6",2,1965-04-07,"true"
3,1,3,2,5,,3,1,3,2,1,4,4,"B",172,52,"3,5,4",1,4,1,,"3,2",1,,2,2000-04-05,"false"
4,2,1,1,,,,3,3,1,1,2,2,"A",156,50,4,3,"3,2",1,,"1,4,3,2","4,6",3,14,1995-03-04,"false"
1,3,1,1,,,5,4,3,2,3,4,3,"A",160,52,"3,2",5,"3,5",1,"8,5","3,1",10,4,5,1991-01-10,"true"
1,1,2,2,,,1,1,3,3,4,4,3,"C",166,65,"4,3",3,"5,1",1,,"2,1","4,6",5,2,1980-06-02,"true"
1,4,,1,"1,5,4",,6,5,3,5,4,7,4,"E",173,75,"5,4",2,"2,4",1,"6,5",,"4,1,6",5,4,1985-07-09,"true"
2,2,2,1,"1,3,4",,5,1,3,6,6,4,4,"B",163,80,5,3,"6,3",2,8,"1,2,3",1,,6,1992-04-14,"true"
1,1,3,1,,"1,3",2,2,4,3,4,1,3,,150,57,"3,5",3,"4,3",1,6,2,1,5,2,1972-12-22,"true"
2,4,1,1,"1,3","2,4,5",1,3,2,2,2,4,3,"C",165,57,"3,4",3,"3,5",1,,3,"4,6,1",,14,1985-07-01,"true"
2,1,1,1,3,,2,3,5,4,6,5,3,"B",160,85,"3,5,4",4,5,1,"1,2,8",1,"6,10","2,3,6",13,2003-04-07,"false"
2,1,3,2,,,1,3,6,3,3,5,4,"D",163,63,4,5,"5,1",1,8,2,"1,10",5,14,1981-06-25,"true"
2,2,2,2,"1,3",2,3,1,2,4,4,4,4,"B",168,68,"5,4,2",3,"3,4",1,"3,8","1,2","10,1,6",5,13,1991-11-21,"false"
4,3,1,3,2,,4,3,6,1,1,1,1,"B","152.4","39.04",4,4,"2,4",1,"3,7","2,3","1,4",,14,1983-12-01,"true"
3,2,3,3,4,"2,3",5,5,3,4,5,4,3,"E","165.1","63.56","1,5",4,"6,5",1,"7,8,9,6",,,,4,1971-04-21,"true"
4,1,1,1,"3,4,1",,5,3,2,3,4,7,4,"C","180.34","88.98","1,5,4",3,"4,3",2,,3,1,,14,1996-03-16,"false"
2,3,3,1,1,"4,2,5",2,5,5,5,4,5,5,"C",159,69,"4,3,1",5,"5,2",1,"6,5","2,3",1,"4,3",14,1961-03-04,"true"
2,4,1,1,"3,1",5,5,3,5,3,3,5,3,"C",177,62,"3,1",3,5,2,"1,5",3,6,"6,5,4",2,1980-09-23,"false"
2,4,1,1,"1,3,5",,5,5,5,3,4,4,6,"C",178,64,"3,4",5,"6,5",1,"8,2",4,"6,10",4,12,1983-12-02,"true"
1,1,3,1,"3,1",,4,3,3,3,3,2,5,"C",152,62,"3,5,4",3,"1,5",1,5,3,1,"4,2",12,1987-12-09,"true"
2,4,2,2,,,3,1,2,4,4,3,5,"C","162.56","59.02","3,5",3,"5,6",1,8,3,"6,1,10,3,4","1,3,2,4,5,6",3,1981-05-12,"true"
2,4,1,3,,5,5,3,3,2,2,3,3,"C",169,57,"4,3,2",1,"4,5",1,"6,7,8,9",,,,3,1988-10-11,"false"
2,3,1,1,4,,5,4,6,3,4,6,3,"B",178,67,"5,1",2,"5,4",1,"8,7",4,"6,1,4","4,6",4,1991-04-13,"false"
2,1,1,3,1,"2,3,4,5",1,3,5,8,8,6,5,"C",160,100,"3,5",3,6,1,"2,5,8",2,1,6,12,1993-09-23,"true"
1,1,3,2,,"2,3,4,5",5,5,2,8,8,3,5,"E","165.1","121.22",3,3,"1,5",1,"5,1",1,1,5,3,1970-07-23,"true"
2,4,1,1,"3,4,5,2",1,3,1,4,2,2,4,2,"B",159,47,"3,5,4",3,"6,4",1,9,,,,14,1977-04-27,"false"
1,3,1,2,,2,2,3,3,4,4,6,4,"C","170.18","69.92",5,2,"4,2",1,,3,6,,13,1977-08-26,"false"
1,2,1,1,"1,4",2,5,2,3,2,2,2,3,"E",163,64,"5,3",4,"2,5",2,"7,9",,,,4,1991-01-01,"false"
4,4,3,1,1,"2,3",5,3,5,7,7,5,8,"D",171,118,"4,2",1,"3,6",1,9,,,,13,1991-05-18,"true"
4,1,3,1,"1,5","3,4",6,3,3,4,4,3,5,"B",155,63,"4,5",3,"1,3",1,"7,8,9",,,,11,1991-09-23,"false"
1,1,3,1,,,4,1,5,4,4,3,3,"D","160.02","69.92","2,4",2,"6,1",1,"7,8,9,6,2,4",,,,14,1991-07-20,"false"
2,1,2,1,,,6,3,1,5,5,5,5,"D","167.64","71.28",2,1,"2,4",1,"2,5",1,10,"2,3",9,1954-09-24,"false"
2,1,3,1,,1,5,4,6,3,3,2,3,,158,53,"5,3",2,5,1,2,1,1,5,14,1988-04-30,"true"
2,2,1,1,"1,4,3",,3,5,5,3,2,2,2,"D","157.48","57.2","4,2",2,4,1,"7,8,6",3,"10,1",4,12,1999-05-10,"false"
2,1,2,2,3,5,4,4,3,2,2,4,3,"A",165,50,"3,4",2,"1,5",2,8,1,"1,4","5,3",3,1988-04-06,"false"
2,1,3,1,,4,2,3,3,5,4,2,4,"C",155,68,4,2,"5,4",1,"8,9,6",,,,7,1970-09-25,"true"
1,1,1,1,3,"1,2,4",2,5,2,5,5,3,4,"DD","165.1","82.63","2,5",5,1,1,,2,"1,10",,6,1993-02-11,"true"
1,4,2,1,"4,5","2,3",4,5,5,2,3,5,4,"B",179,67,"2,4",3,"4,5",2,"7,8,9",,,,4,1987-05-25,"false"
1,1,2,3,,"3,5",1,5,2,4,5,5,4,"C",170,86,"4,1",1,"3,1",1,,"1,2","10,1","1,2,6",4,1982-11-29,"true"
4,2,2,2,"3,4,5",,4,1,6,2,2,4,2,"B",171,54,"4,1",5,"3,2",1,"8,7,9",,,,10,2005-01-09,"false"
1,3,3,2,5,,5,1,3,4,4,5,5,"E",170,64,"3,5,2",4,"4,2",2,"8,1",2,"4,6,1",,14,1957-10-31,"true"
1,1,3,3,,,2,3,3,5,5,2,5,"B",164,78,1,3,"1,2",1,4,2,10,2,14,1965-04-10,"true"
1,2,3,2,4,3,5,3,5,3,2,3,2,"D","160.02","53.12","1,5,3",2,"3,5",1,,"1,2","1,6,4,10",5,2,1972-09-20,"true"
1,4,3,3,,,1,1,6,4,4,4,4,"B",161,68,"5,2",2,"3,1",1,,2,10,5,14,1991-08-30,"true"
2,2,2,1,"3,4,1,5",,2,5,2,5,5,4,6,"B","170.18","69.92",5,1,"6,5",1,"8,6,5",4,"6,1,10","2,3,5",14,1960-03-10,"true"
1,2,3,1,4,,1,5,3,1,2,1,2,"A",163,55,"5,2,3",2,1,1,,1,6,5,2,1991-08-23,"true"
2,4,2,1,"1,3,4,5",,3,5,2,3,2,4,3,"B",176,58,"3,5,1",3,"3,5",1,7,"1,2",1,"5,6",5,1971-04-10,"true"
1,4,1,2,4,5,5,5,2,4,4,4,3,"E","170.18","72.19","1,5,4",,3,1,"6,7,9",,,,2,1996-07-24,"false"
1,1,3,2,,"2,3,4,5",2,4,3,7,8,3,6,"D",162,87,"5,3,1",4,"1,3",1,,3,"1,6,4,10","5,3",4,1982-06-06,"true"
4,1,1,2,4,,4,3,2,3,4,4,4,"B",166,63,4,1,5,1,"2,3,8,7,5,9",3,"6,4,10",,13,1977-05-23,"true"
3,1,1,2,1,,1,4,3,4,4,3,4,"C",168,64,"3,4,5",3,"2,6",3,"3,5,8,7,6",3,"6,1","1,5",4,1980-08-25,"true"
1,1,2,2,,,2,5,2,7,7,3,5,"FF","157.48","97.61","3,2,4",3,6,1,8,4,6,,14,1972-07-07,"true"
2,3,1,2,"4,5",,2,3,6,5,5,7,1,"D",170,80,"5,4",5,,1,,,10,,,,
2,1,3,1,"3,5",,4,5,3,2,4,4,4,"C","167.64","59.02","3,4,2",3,"4,5",2,,"1,2","1,10,4",,5,1984-11-05,"true"
2,4,1,1,4,1,3,1,3,3,2,3,3,"C",162,55,"5,2",4,5,1,,3,"6,1","4,5",1,1982-12-11,"true"
1,2,1,1,"5,2",3,1,6,1,2,2,2,3,"C",167,62,"4,2",2,"5,6",,"7,5",1,1,6,4,1982-08-20,"true"
1,3,1,1,4,"3,5",1,2,5,3,4,5,5,"A",171,77,"5,3",2,"6,5",1,8,"2,1,3","4,1,10",,4,1991-10-05,"false"
1,1,3,2,1,"2,4",6,5,3,8,8,6,6,"E",180,95,5,2,"1,5",1,"1,5,7","1,2","1,10","3,5",13,1969-06-07,"true"
2,2,1,1,"2,3,5",4,4,5,2,5,4,5,5,"F",178,76,"5,3,2",4,"5,2",1,7,"2,1",4,2,4,1987-11-12,"true"
1,3,3,1,1,"2,3",2,3,6,8,8,5,7,"D",162,98,"3,5,1",2,"2,1",1,"8,7,5",2,1,"3,4,5",,1975-04-21,"false"
2,1,2,1,5,,5,1,3,3,3,5,4,"B",176,"79.5",3,5,"5,4",1,,"3,2","1,4,6",5,2,1998-03-09,"false"
3,1,3,1,,,1,1,6,2,2,2,2,"B",162,54,"5,3",1,3,2,"7,9",,,,4,1992-12-06,"true"
2,1,2,1,"3,5",,4,5,2,4,3,5,5,"C",178,72,"3,4",4,"5,6",1,"1,7,8",2,10,6,4,1980-04-06,"false"
1,4,3,1,,"2,3,5",2,3,3,8,8,7,7,"DD","175.26","128.48","2,5,3",4,"1,5",1,"1,5","1,2","1,10","5,6,3",14,1966-12-03,"true"
1,2,3,2,,2,2,5,5,6,5,5,5,"D","172.72","82.63","3,4",1,"1,5",1,6,"3,2,1",6,"2,4,5,6",2,1974-05-22,"true"
1,1,1,1,,,5,5,3,2,2,2,2,"A",167,50,"4,3",1,"3,4",3,7,2,"4,1",5,5,1983-03-03,"true"
3,3,3,1,"1,4",3,2,1,6,6,6,5,7,"E",165,90,"5,4,3",3,"6,5",1,"9,7,6,8",,,,4,1982-06-14,"true"
4,2,3,1,,"2,3,4",2,3,3,6,6,3,5,"C",160,98,"1,5",3,"4,5",2,3,2,4,1,4,1989-06-17,"false"
